%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=207458, 2018/01/24 18:3:10.59)
1 9 6.167647e-01 0 0 6.431019e-01 5.910124e-01 6.236973e-01 5.967206e-01 6.390564e-01 
2 17 6.060156e-01 0 0 6.480744e-01 5.841585e-01 6.002698e-01 5.966424e-01 6.117207e-01 
3 25 5.685424e-01 0 0 5.960381e-01 5.277236e-01 5.759109e-01 5.390306e-01 5.718850e-01 
4 33 6.208188e-01 0 0 6.354559e-01 5.570642e-01 6.895139e-01 5.714127e-01 6.483773e-01 
5 41 6.473088e-01 0 0 6.630582e-01 5.568288e-01 7.802325e-01 5.803650e-01 6.591035e-01 
6 49 7.203364e-01 0 0 8.206961e-01 5.984019e-01 8.825555e-01 6.337533e-01 7.099837e-01 
7 57 7.164825e-01 0 0 7.992382e-01 5.778564e-01 8.736759e-01 6.047438e-01 7.348725e-01 
8 65 6.757084e-01 0 0 7.510581e-01 5.289608e-01 8.001551e-01 5.571705e-01 6.806189e-01 
9 73 6.374945e-01 0 0 6.892785e-01 4.804923e-01 7.801804e-01 5.050301e-01 6.394809e-01 
10 81 5.648754e-01 0 0 5.855076e-01 4.109526e-01 6.739670e-01 4.318079e-01 5.560812e-01 
11 89 4.878758e-01 0 0 4.851544e-01 3.448215e-01 5.692831e-01 3.575236e-01 4.650039e-01 
12 97 4.459403e-01 0 0 4.287204e-01 3.037371e-01 5.011826e-01 3.352387e-01 4.147838e-01 
13 105 3.584113e-01 0 0 3.365977e-01 2.351253e-01 3.871682e-01 2.616789e-01 3.221942e-01 
14 113 3.028649e-01 0 0 2.738728e-01 1.934804e-01 3.160176e-01 2.130370e-01 2.624128e-01 
15 121 2.782956e-01 0 0 2.412564e-01 1.752847e-01 2.859319e-01 1.926400e-01 2.360906e-01 
16 129 2.342664e-01 0 0 2.005941e-01 1.443995e-01 2.330332e-01 1.568966e-01 1.907828e-01 
17 137 2.151787e-01 0 0 1.813807e-01 1.303725e-01 2.080999e-01 1.441261e-01 1.739636e-01 
