%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=207458, 2018/01/24 18:3:10.59)
1 9 6.167647e-01 1.161735e+00 9.563151e-01 9.563151e-01 9.582126e-01 9.584958e-01 9.678165e-01 1.161735e+00 
2 17 6.060156e-01 1.172461e+00 9.168524e-01 9.168524e-01 9.256748e-01 9.537614e-01 1.029719e+00 1.172461e+00 
3 25 5.685424e-01 1.135568e+00 8.789139e-01 8.789139e-01 8.969117e-01 9.611926e-01 1.052160e+00 1.135568e+00 
4 33 6.208188e-01 1.263225e+00 8.498794e-01 8.498794e-01 8.643128e-01 9.254971e-01 1.050106e+00 1.263225e+00 
5 41 6.473088e-01 1.331521e+00 8.227522e-01 8.227522e-01 8.532261e-01 8.952221e-01 1.050448e+00 1.331521e+00 
6 49 7.203364e-01 1.398810e+00 7.897740e-01 7.897740e-01 8.309858e-01 9.008426e-01 1.073463e+00 1.398810e+00 
7 57 7.164825e-01 1.424499e+00 7.639783e-01 7.639783e-01 8.111578e-01 8.662527e-01 1.060622e+00 1.424499e+00 
8 65 6.757084e-01 1.396492e+00 7.316778e-01 7.316778e-01 7.983754e-01 8.483700e-01 1.049936e+00 1.396492e+00 
9 73 6.374945e-01 1.426253e+00 7.100774e-01 7.100774e-01 7.719775e-01 8.154706e-01 1.034111e+00 1.426253e+00 
10 81 5.648754e-01 1.387054e+00 6.957393e-01 6.957393e-01 7.521988e-01 7.804912e-01 9.988597e-01 1.387054e+00 
11 89 4.878758e-01 1.336485e+00 6.714154e-01 6.714154e-01 7.426850e-01 7.597291e-01 9.641977e-01 1.336485e+00 
12 97 4.459403e-01 1.290960e+00 6.437296e-01 6.437296e-01 7.210513e-01 7.800504e-01 9.339218e-01 1.290960e+00 
13 105 3.584113e-01 1.244552e+00 6.183914e-01 6.183914e-01 6.961600e-01 7.598444e-01 9.094510e-01 1.244552e+00 
14 113 3.028649e-01 1.196439e+00 6.002999e-01 6.002999e-01 6.666961e-01 7.349874e-01 8.851739e-01 1.196439e+00 
15 121 2.782956e-01 1.160849e+00 5.841206e-01 5.841206e-01 6.582462e-01 7.486202e-01 8.486642e-01 1.160849e+00 
16 129 2.342664e-01 1.128408e+00 5.696271e-01 5.696271e-01 6.374455e-01 7.199449e-01 8.318402e-01 1.128408e+00 
17 137 2.151787e-01 1.104759e+00 5.514136e-01 5.514136e-01 6.553958e-01 7.128024e-01 8.080648e-01 1.104759e+00 
18 145 1.910254e-01 1.070510e+00 5.355433e-01 5.355433e-01 6.513491e-01 6.992483e-01 7.797856e-01 1.070510e+00 
19 153 1.856128e-01 1.035387e+00 5.202923e-01 5.202923e-01 6.628696e-01 6.826848e-01 8.015187e-01 1.035387e+00 
20 161 1.977760e-01 9.916434e-01 5.352835e-01 5.352835e-01 6.402055e-01 6.749613e-01 8.477949e-01 9.916434e-01 
