%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=207458, 2018/01/24 18:3:10.59)
26 209 1.389734e-01 1.998291e+00  9.715386284255196200e+02  9.719709033977792400e+02  9.765600589896562300e+02  1.280821942812185400e+03
27 217 1.464757e-01 1.996153e+00  9.702980696645386200e+02  9.702980696645386200e+02  9.739777332323458300e+02  9.754254712565129900e+02
28 225 1.222729e-01 1.979046e+00  9.702980696645386200e+02  9.714568611961158200e+02  9.745660646735369700e+02  1.086347409211255600e+03
29 233 1.024310e-01 1.985112e+00  9.702980696645386200e+02  9.721394465806071100e+02  9.771703228374266200e+02  1.092058834045549700e+03
30 241 8.479188e-02 1.982095e+00  9.702980696645386200e+02  9.717554893076040800e+02  9.726909440211163700e+02  9.814894563336143800e+02
31 249 7.681203e-02 1.972984e+00  9.702980696645386200e+02  9.717628344052784500e+02  9.729471705442008400e+02  9.817744834345817300e+02
32 257 7.182754e-02 1.971627e+00  9.702980696645386200e+02  9.719597471754733500e+02  9.758102043960902800e+02  1.090564674788972500e+03
33 265 6.267188e-02 2.014054e+00  9.623105560900855800e+02  9.623105560900855800e+02  9.728291800580008200e+02  9.762323481981377400e+02
34 273 5.622048e-02 2.091467e+00  9.623105560900855800e+02  9.637180611529936400e+02  9.719327818325907600e+02  1.087864305826709100e+03
35 281 5.378264e-02 2.053740e+00  9.623105560900855800e+02  9.649543312229726600e+02  9.735183839372011800e+02  1.089846396121939100e+03
36 289 5.513992e-02 2.147774e+00  9.623105560900855800e+02  9.722715054393418100e+02  9.749983189917578600e+02  1.088378859950737000e+03
37 297 5.059000e-02 2.080393e+00  9.623105560900855800e+02  9.716384415974005200e+02  9.718298937756666200e+02  9.732793402252010500e+02
38 305 4.685949e-02 2.194682e+00  9.623105560900855800e+02  9.715320915258646400e+02  9.717832937646187500e+02  9.722134153466686300e+02
39 313 4.866780e-02 2.509207e+00  9.623105560900855800e+02  9.685224957331130300e+02  9.717694789514384900e+02  9.730220871612021900e+02
40 321 5.652106e-02 2.706468e+00  9.623105560900855800e+02  9.645757542420082000e+02  9.731743117282717300e+02  1.018549032027933800e+03
41 329 6.442773e-02 2.874713e+00  9.623105560900855800e+02  9.657253138095867400e+02  9.727951018745238800e+02  9.800701473706445800e+02
42 337 6.356523e-02 2.768551e+00  9.623105560900855800e+02  9.674677434132104300e+02  9.753092061447381400e+02  9.872947398226101500e+02
43 345 5.423183e-02 2.743624e+00  9.623105560900855800e+02  9.711517979139706500e+02  9.788997215783099400e+02  1.086378577073771600e+03
44 353 4.870574e-02 2.733233e+00  9.623105560900855800e+02  9.676840200521439800e+02  9.744890007854367000e+02  9.806977661365994000e+02
45 361 4.087169e-02 2.776453e+00  9.623105560900855800e+02  9.694303839792600000e+02  9.744188879860946600e+02  9.800588082560685700e+02
46 369 3.924700e-02 2.880043e+00  9.623105560900855800e+02  9.650699509395187800e+02  9.694837781664545000e+02  9.767945040815546900e+02
47 377 4.452269e-02 2.973397e+00  9.623105560900855800e+02  9.647958986562407500e+02  9.668354575597811600e+02  9.786948189192464700e+02
48 385 3.677736e-02 3.038350e+00  9.623105560900855800e+02  9.626139090108650900e+02  9.720851121713243400e+02  1.007165527269708400e+03
49 393 3.461640e-02 3.044949e+00  9.623105560900855800e+02  9.641758307327679600e+02  9.708038146924553800e+02  1.084057962493263200e+03
50 401 2.971515e-02 2.985530e+00  9.623105560900855800e+02  9.653693898237875100e+02  9.703052181981920500e+02  1.087070408971872700e+03
51 409 2.623194e-02 2.826943e+00  9.623105560900855800e+02  9.645160041099954900e+02  9.683726901793380600e+02  9.749262130231089700e+02
52 417 2.791363e-02 3.040808e+00  9.599124273575961300e+02  9.599124273575961300e+02  9.673304849437533900e+02  9.753115924853389100e+02
53 425 3.029220e-02 3.153735e+00  9.599124273575961300e+02  9.626257837359457900e+02  9.715077937458693200e+02  1.025280713612279400e+03
54 433 2.953892e-02 3.161078e+00  9.599124273575961300e+02  9.642170371930545800e+02  9.678850036760986800e+02  9.759687461697088800e+02
55 441 2.599187e-02 3.210262e+00  9.599124273575961300e+02  9.620943812749818600e+02  9.691485056654439600e+02  9.780398358201509800e+02
56 449 2.287522e-02 3.405819e+00  9.599124273575961300e+02  9.621093519780348500e+02  9.670990942510361500e+02  9.739982374354706300e+02
57 457 2.431059e-02 3.426943e+00  9.599124273575961300e+02  9.625250453616698700e+02  9.667691715821256400e+02  9.839529423793339900e+02
58 465 2.583164e-02 3.494009e+00  9.599124273575961300e+02  9.611880190034366900e+02  9.695447082927030400e+02  9.794397053268421600e+02
59 473 2.511989e-02 3.574820e+00  9.599124273575961300e+02  9.626665349977375900e+02  9.706210293380484000e+02  9.783522157313377600e+02
60 481 2.269661e-02 3.611947e+00  9.599124273575961300e+02  9.615070365591925600e+02  9.641933109801182100e+02  9.894780552186723500e+02
61 489 2.230993e-02 3.600601e+00  9.599124273575961300e+02  9.621790106962371300e+02  9.687911282782797600e+02  1.002679321887012100e+03
62 497 2.233862e-02 3.589087e+00  9.599124273575961300e+02  9.610985639897968400e+02  9.628783656516353600e+02  9.801832887760651800e+02
63 505 1.887861e-02 3.601989e+00  9.599124273575961300e+02  9.611994522226531200e+02  9.623053141517234500e+02  9.777069438150160700e+02
64 513 1.820912e-02 3.664328e+00  9.599124273575961300e+02  9.605959452948176200e+02  9.650841529363106000e+02  9.718846142693859100e+02
65 521 1.677371e-02 3.878773e+00  9.598475612724852200e+02  9.598475612724852200e+02  9.625909963293141800e+02  9.731352388841423800e+02
66 529 1.700130e-02 3.913858e+00  9.598475612724852200e+02  9.603356825509790700e+02  9.620370705722040200e+02  1.084441315514565800e+03
67 537 1.473840e-02 4.075271e+00  9.588665388924156300e+02  9.588665388924156300e+02  9.623075833519692400e+02  9.763248070827731900e+02
68 545 1.328751e-02 4.159551e+00  9.588665388924156300e+02  9.607702591404416800e+02  9.633385795986225700e+02  9.766773845406619300e+02
69 553 1.223862e-02 4.387747e+00  9.588665388924156300e+02  9.598845198264980400e+02  9.618114664003327300e+02  9.796201486494518300e+02
70 561 1.109931e-02 4.545490e+00  9.588665388924156300e+02  9.602735297098574800e+02  9.637871640916387200e+02  9.723497324299924000e+02
71 569 1.071523e-02 4.544112e+00  9.588665388924156300e+02  9.592604171196003300e+02  9.605502587785002800e+02  9.678641794222502300e+02
72 577 9.848904e-03 4.750871e+00  9.588665388924156300e+02  9.592902750729908800e+02  9.629754203116376600e+02  9.714736933278478500e+02
73 585 8.480374e-03 4.734517e+00  9.588665388924156300e+02  9.607950257123517300e+02  9.616175172222394800e+02  9.667152824361244300e+02
74 593 8.809433e-03 4.789264e+00  9.588665388924156300e+02  9.599717910125668800e+02  9.623649590931188400e+02  9.804021562680413800e+02
75 601 8.610303e-03 4.806995e+00  9.588665388924156300e+02  9.599913039443434900e+02  9.613820320711572500e+02  9.717202824386748700e+02
76 609 7.433440e-03 5.055108e+00  9.588665388924156300e+02  9.599793196256902100e+02  9.606010857096032400e+02  9.661336209610849400e+02
77 617 6.744604e-03 5.147724e+00  9.588665388924156300e+02  9.594595906826734800e+02  9.605553970382163700e+02  9.635847694916999400e+02
78 625 5.817226e-03 5.252339e+00  9.588665388924156300e+02  9.595722960821799500e+02  9.603551292595755100e+02  9.667905468006741800e+02
79 633 6.664652e-03 5.370050e+00  9.588665388924156300e+02  9.593051180239981500e+02  9.599699926916875900e+02  9.630923448742097400e+02
80 641 7.144803e-03 5.709512e+00  9.588665388924156300e+02  9.592056454410098900e+02  9.601578079251930800e+02  9.715099127244150200e+02
81 649 7.127912e-03 6.059343e+00  9.588665388924156300e+02  9.593327277169535100e+02  9.612520021949428600e+02  9.715135419983677100e+02
82 657 6.003152e-03 6.185009e+00  9.588665388924156300e+02  9.594426625736209600e+02  9.606195233588177900e+02  9.717336486712921400e+02
83 665 6.638585e-03 6.258595e+00  9.588665388924156300e+02  9.591393477770203600e+02  9.596419304305661600e+02  9.641316747972407500e+02
84 673 6.184085e-03 6.300928e+00  9.588665388924156300e+02  9.590129222928383100e+02  9.691221346902677900e+02  1.083808380272101700e+03
85 681 5.600444e-03 6.387577e+00  9.588665388924156300e+02  9.590500060966519400e+02  9.619590631296192700e+02  9.719021787551874900e+02
86 689 4.571995e-03 6.516660e+00  9.588665388924156300e+02  9.591358025995791600e+02  9.597166424386330200e+02  9.672013089323990000e+02
87 697 4.968107e-03 7.294191e+00  9.588665388924156300e+02  9.593029232658677800e+02  9.604219972627549900e+02  9.641865733421127500e+02
88 705 5.250841e-03 7.361538e+00  9.588665388924156300e+02  9.589555819645662500e+02  9.597857795605546000e+02  9.608126046790948700e+02
89 713 5.410393e-03 7.881098e+00  9.588665388924156300e+02  9.589211140680030200e+02  9.603458116707928400e+02  9.658547863653068400e+02
90 721 5.108564e-03 8.386607e+00  9.588665388924156300e+02  9.592212300640933300e+02  9.601797393515395200e+02  9.765605713497002400e+02
91 729 4.869720e-03 9.085839e+00  9.588665388924156300e+02  9.590704514997089500e+02  9.594886031394634100e+02  9.654518748289482300e+02
92 737 4.768735e-03 9.167049e+00  9.588665388924156300e+02  9.591277311107209000e+02  9.592255054288314100e+02  9.654877577884781200e+02
93 745 4.227656e-03 9.324336e+00  9.588665388924156300e+02  9.594239249459326400e+02  9.609627245132062400e+02  9.657583725602736400e+02
94 753 3.765955e-03 9.665836e+00  9.588665388924156300e+02  9.591046872646065800e+02  9.597801493858404500e+02  9.638741384079284000e+02
95 761 3.661414e-03 9.758583e+00  9.588665388924156300e+02  9.590711754636003000e+02  9.594270857084200100e+02  9.647140385568761800e+02
96 769 3.781831e-03 9.866025e+00  9.588665388924156300e+02  9.590056434647164000e+02  9.596510633834468500e+02  9.626176917999174500e+02
97 777 3.839609e-03 1.051202e+01  9.588665388924156300e+02  9.589530291013474000e+02  9.595647993528471000e+02  9.607529917782103400e+02
98 785 3.954083e-03 1.152267e+01  9.588665388924156300e+02  9.589961161405979100e+02  9.591529936401395800e+02  9.614959635024960100e+02
99 793 4.331949e-03 1.290706e+01  9.588665388924156300e+02  9.590155301344963200e+02  9.597273758771410700e+02  1.024549856786768300e+03
100 801 4.732247e-03 1.449502e+01  9.588665388924156300e+02  9.593381706370453200e+02  9.594141525998732000e+02  9.699981938746733500e+02
101 809 4.429586e-03 1.500710e+01  9.588665388924156300e+02  9.590307676689379800e+02  9.595260267697729000e+02  9.610484369033404200e+02
102 817 4.293245e-03 1.452937e+01  9.588665388924156300e+02  9.590328765013973700e+02  9.596766619532534200e+02  9.605834977127307200e+02
103 825 3.981904e-03 1.521488e+01  9.588665388924156300e+02  9.591291406987314800e+02  9.592444476799710200e+02  9.594520355358544100e+02
104 833 4.281904e-03 1.523608e+01  9.588665388924156300e+02  9.588953026123003800e+02  9.592431662587243900e+02  9.598844283956018400e+02
105 841 4.936315e-03 1.564106e+01  9.588665388924156300e+02  9.589380705051052000e+02  9.597166658716951100e+02  9.618902707162917500e+02
106 849 5.846931e-03 1.870407e+01  9.588665388924156300e+02  9.590104630579269300e+02  9.595663144722465200e+02  9.612787961397619900e+02
107 857 7.044487e-03 2.245065e+01  9.588349651231286500e+02  9.588349651231286500e+02  9.603873438618213600e+02  9.652339819379251400e+02
108 865 6.767039e-03 2.314883e+01  9.588349651231286500e+02  9.590893332785561800e+02  9.612569036986867600e+02  9.765436450034638900e+02
109 873 6.379807e-03 2.413319e+01  9.588349651231286500e+02  9.591264106114123300e+02  9.592509292753983300e+02  9.715396573387013200e+02
110 881 5.724424e-03 2.440151e+01  9.588349651231286500e+02  9.590296571079441000e+02  9.593372760494558000e+02  9.668762612026132500e+02
111 889 6.061464e-03 2.678811e+01  9.588349651231286500e+02  9.590830780768627600e+02  9.593964985518084600e+02  9.607724654198930200e+02
112 897 6.884099e-03 2.886404e+01  9.588349651231286500e+02  9.591331161905877700e+02  9.593892249788556200e+02  9.596679492444509400e+02
113 905 7.425111e-03 3.022324e+01  9.588349651231286500e+02  9.589838913584858300e+02  9.597684761523388500e+02  9.642849322645666900e+02
114 913 6.648822e-03 3.072360e+01  9.588349651231286500e+02  9.588691008757840600e+02  9.592323528669810500e+02  9.714754686269807300e+02
115 921 6.076361e-03 3.192733e+01  9.588349651231286500e+02  9.589208964880507400e+02  9.592651734027460900e+02  9.872194079962949900e+02
116 929 6.846375e-03 3.295492e+01  9.588349651231286500e+02  9.591078715680258700e+02  9.594356985277802300e+02  1.083576057987347200e+03
117 937 6.146357e-03 3.311969e+01  9.588349651231286500e+02  9.591113469481856600e+02  9.593519582702556400e+02  9.803488687767894600e+02
118 945 5.152823e-03 3.423876e+01  9.588349651231286500e+02  9.590189804387812300e+02  9.592691938997298800e+02  9.613375748842270200e+02
119 953 5.281118e-03 3.833624e+01  9.588349651231286500e+02  9.589053024452299500e+02  9.592321595376188300e+02  9.596440796058918700e+02
120 961 5.220445e-03 3.853692e+01  9.588349651231286500e+02  9.590305892958886000e+02  9.591824204742822500e+02  9.601758816255304500e+02
121 969 4.350633e-03 3.846615e+01  9.588349651231286500e+02  9.589302444939172600e+02  9.591442605764946200e+02  9.603465952151146900e+02
122 977 3.951411e-03 3.866514e+01  9.588349651231286500e+02  9.588849184038923600e+02  9.592131898089619400e+02  9.600267451150875800e+02
123 985 4.211155e-03 4.634929e+01  9.588349651231286500e+02  9.589049030963860800e+02  9.591015069163714800e+02  9.600595591822731200e+02
124 993 3.983175e-03 4.751386e+01  9.588104194358406900e+02  9.588104194358406900e+02  9.590501248397946500e+02  9.594613757118011100e+02
125 1001 4.029899e-03 4.811905e+01  9.588104194358406900e+02  9.588572640539551900e+02  9.591451842767360200e+02  9.595815893619384300e+02
126 1009 4.024992e-03 4.918305e+01  9.588053928570734600e+02  9.588053928570734600e+02  9.591023087802502700e+02  9.598811856943772200e+02
127 1017 3.751235e-03 5.254754e+01  9.588053928570734600e+02  9.588325333057518900e+02  9.590669388282727800e+02  9.676419058428739400e+02
128 1025 3.790406e-03 5.497454e+01  9.587172492294724900e+02  9.587172492294724900e+02  9.592610417479459100e+02  9.596300230840939800e+02
129 1033 4.191660e-03 5.736302e+01  9.587172492294724900e+02  9.588256697458982700e+02  9.590462864976150300e+02  9.605245043908005300e+02
130 1041 4.164688e-03 5.738617e+01  9.587172492294724900e+02  9.587607843056341600e+02  9.590546814968240600e+02  1.015036753424225700e+03
131 1049 4.406285e-03 5.738129e+01  9.587172492294724900e+02  9.587371279094181800e+02  9.588789022939907900e+02  9.750401375360190700e+02
132 1057 3.691259e-03 5.765051e+01  9.587172492294724900e+02  9.587990067571362300e+02  9.591043073787498100e+02  1.182472173086028800e+03
133 1065 3.326574e-03 5.997505e+01  9.587172492294724900e+02  9.587191667186754100e+02  9.588250752856261000e+02  9.593686492262008900e+02
134 1073 2.972240e-03 6.243856e+01  9.587125876016166300e+02  9.587125876016166300e+02  9.590378220799842700e+02  9.714678477784183300e+02
135 1081 2.563807e-03 6.342175e+01  9.586999074167123400e+02  9.586999074167123400e+02  9.588729841938804800e+02  9.591897029270917300e+02
136 1089 2.567119e-03 6.519245e+01  9.586962675777917900e+02  9.586962675777917900e+02  9.588262080845249800e+02  9.600416266541892600e+02
137 1097 2.244311e-03 6.645162e+01  9.586962675777917900e+02  9.587114900808437600e+02  9.587754962578590000e+02  9.714662636062252000e+02
138 1105 1.969414e-03 6.677874e+01  9.586863786330767400e+02  9.586863786330767400e+02  9.588347683489662400e+02  9.714631265732676900e+02
139 1113 1.766354e-03 6.877982e+01  9.586863786330767400e+02  9.586893650486794100e+02  9.587446925215931500e+02  9.589245533397678400e+02
140 1121 1.839533e-03 6.979353e+01  9.586756762548878900e+02  9.586756762548878900e+02  9.587470957619123100e+02  9.710663121827685700e+02
141 1129 1.787913e-03 7.349799e+01  9.586756762548878900e+02  9.587116658732611500e+02  9.588834295254394000e+02  9.628154139620481800e+02
142 1137 1.535122e-03 7.275038e+01  9.586756762548878900e+02  9.587016389843222400e+02  9.587522593271764900e+02  9.589406413977276300e+02
143 1145 1.407325e-03 7.293767e+01  9.586756762548878900e+02  9.586781556457853000e+02  9.587485986324461500e+02  9.587904953562875800e+02
144 1153 1.462910e-03 7.591788e+01  9.586593518352333400e+02  9.586593518352333400e+02  9.587287280306145500e+02  9.592623033903480500e+02
145 1161 1.666127e-03 7.663080e+01  9.586512129623521300e+02  9.586512129623521300e+02  9.587165677944267400e+02  9.589690354774151000e+02
146 1169 1.797738e-03 7.637246e+01  9.586512129623521300e+02  9.586520083324165900e+02  9.589220948377734400e+02  9.605689865686395000e+02
147 1177 1.711922e-03 7.805920e+01  9.586261136705737700e+02  9.586261136705737700e+02  9.587262417892836800e+02  9.714660956601978800e+02
148 1185 1.896712e-03 8.056991e+01  9.586261136705737700e+02  9.586687906814739800e+02  9.588042154245110900e+02  9.588729180283372700e+02
149 1193 1.682484e-03 8.160396e+01  9.586261136705737700e+02  9.586362653989301600e+02  9.592926408245084500e+02  1.274643930617705100e+03
150 1201 1.605827e-03 8.608259e+01  9.586261136705737700e+02  9.586474076342725500e+02  1.036460116911960100e+03  1.274646534269448000e+03
151 1209 1.545748e-03 8.547947e+01  9.586261136705737700e+02  9.589745444419138500e+02  1.153857313630225200e+03  1.274699648135248000e+03
152 1217 1.503439e-03 8.503656e+01  9.586261136705737700e+02  9.586283881726857300e+02  9.589383836872134500e+02  1.274613896422471500e+03
153 1225 1.296093e-03 8.556266e+01  9.586261136705737700e+02  9.586351010615203400e+02  9.587419584205367800e+02  9.932438305020874600e+02
154 1233 1.142132e-03 8.570164e+01  9.586261136705737700e+02  9.586509290936262500e+02  9.591415878272091500e+02  1.059817220472352600e+03
155 1241 1.110157e-03 9.018921e+01  9.586261136705737700e+02  9.586727464484022200e+02  9.587289441794044900e+02  9.590730869875710600e+02
156 1249 1.179416e-03 9.220513e+01  9.586261136705737700e+02  9.586795940669459200e+02  9.587435814427916500e+02  9.594513326151447900e+02
157 1257 9.854353e-04 9.329425e+01  9.586261136705737700e+02  9.586577560016205600e+02  9.587191881797582500e+02  9.587583917605564900e+02
158 1265 9.663520e-04 8.926348e+01  9.586261136705737700e+02  9.586482245726336900e+02  9.586749605166410200e+02  9.589403977694845500e+02
159 1273 8.791536e-04 9.469383e+01  9.586261136705737700e+02  9.586560924034090500e+02  9.586832931309743300e+02  9.589686386366269100e+02
160 1281 8.590561e-04 1.048055e+02  9.586261136705737700e+02  9.586617150028524700e+02  9.586720728673790300e+02  9.587233244483197700e+02
161 1289 8.746156e-04 1.094390e+02  9.586261136705737700e+02  9.586559113986419300e+02  9.586689578220467600e+02  9.587231219203627000e+02
162 1297 1.059382e-03 1.383942e+02  9.586261136705737700e+02  9.586477523093943800e+02  9.586614424515339600e+02  9.587125439245934300e+02
163 1305 1.418227e-03 1.489284e+02  9.586261136705737700e+02  9.586382566078277700e+02  9.586666277618917300e+02  9.587630978033960200e+02
164 1313 1.456308e-03 1.493837e+02  9.586234980951659300e+02  9.586234980951659300e+02  9.588017653405595400e+02  1.274635706105556400e+03
165 1321 1.516174e-03 1.501879e+02  9.586234980951659300e+02  9.586356488993656100e+02  9.590744567526599000e+02  1.274596649226937900e+03
166 1329 1.254683e-03 1.481161e+02  9.586234980951659300e+02  9.586416483882950400e+02  9.587155884875871800e+02  9.596689648449182600e+02
167 1337 1.132267e-03 1.535198e+02  9.586234980951659300e+02  9.586456501817710900e+02  9.587344388949516100e+02  9.642488457528851300e+02
168 1345 9.606290e-04 1.535438e+02  9.586234980951659300e+02  9.586250095943200900e+02  9.586488733887861100e+02  9.587484038211283600e+02
169 1353 9.391213e-04 1.538797e+02  9.586234980951659300e+02  9.586284268896512200e+02  9.586877966056356400e+02  1.008571755652974200e+03
170 1361 9.829202e-04 1.714529e+02  9.586234980951659300e+02  9.586354524685464200e+02  9.586485729506007400e+02  9.586963344925119400e+02
171 1369 1.056438e-03 1.965266e+02  9.586234980951659300e+02  9.586318096724688800e+02  9.586447100062559900e+02  9.586678501069989100e+02
172 1377 9.587152e-04 2.002709e+02  9.586234980951659300e+02  9.586294358881964400e+02  9.586612176265867900e+02  9.588627030893022700e+02
173 1385 8.887937e-04 2.069923e+02  9.586234980951659300e+02  9.586237444840610400e+02  9.586668183737538100e+02  9.587509457592132100e+02
174 1393 8.670556e-04 2.093290e+02  9.586205817061082800e+02  9.586205817061082800e+02  9.586571799976409200e+02  9.587021383428946100e+02
175 1401 7.779250e-04 2.140223e+02  9.586205817061082800e+02  9.586249290901713500e+02  9.586281557535676300e+02  9.589163531133846200e+02
176 1409 7.354813e-04 2.182684e+02  9.586205817061082800e+02  9.586233545670355600e+02  9.586332076448227300e+02  9.589474378076720300e+02
177 1417 7.724354e-04 2.236044e+02  9.586205817061082800e+02  9.586257823662020900e+02  9.586376827411568200e+02  9.588206384625715400e+02
178 1425 7.911894e-04 2.258740e+02  9.586205817061082800e+02  9.586282281397643600e+02  9.586487297356150100e+02  9.589450811719548300e+02
179 1433 8.706944e-04 2.274886e+02  9.586205817061082800e+02  9.586237218122411200e+02  9.586545518223451800e+02  9.586896275512397100e+02
180 1441 9.027691e-04 2.289436e+02  9.586205817061082800e+02  9.586258610368233800e+02  9.586404584009724200e+02  9.586983203033843200e+02
181 1449 8.750705e-04 2.523361e+02  9.586198565733739100e+02  9.586198565733739100e+02  9.586560054979631800e+02  9.589026577068565300e+02
182 1457 8.336071e-04 2.658073e+02  9.586198565733739100e+02  9.586211331314858600e+02  9.586614847913772300e+02  9.661801128731132200e+02
183 1465 8.763675e-04 2.737016e+02  9.586198565733739100e+02  9.586215007281878100e+02  9.586387245490427600e+02  1.009074271447281400e+03
184 1473 8.761551e-04 2.913992e+02  9.586198565733739100e+02  9.586233340062427700e+02  9.586327382109161600e+02  9.586986220328304900e+02
185 1481 8.747638e-04 3.183005e+02  9.586198565733739100e+02  9.586234150129771500e+02  9.586389850781486100e+02  9.587595043649756700e+02
186 1489 7.960743e-04 3.153365e+02  9.586198565733739100e+02  9.586279491573712900e+02  9.586494460684602900e+02  9.586943769375300200e+02
187 1497 8.295874e-04 3.393686e+02  9.586198565733739100e+02  9.586212719716177200e+02  9.586344323272480800e+02  9.586798709562020800e+02
188 1505 8.451136e-04 3.392371e+02  9.586174347275307400e+02  9.586174347275307400e+02  9.586351689586047100e+02  9.586845611072385500e+02
189 1513 8.987652e-04 3.492854e+02  9.586167416796003000e+02  9.586167416796003000e+02  9.586348194456386400e+02  9.587216794886701300e+02
190 1521 1.072258e-03 3.842231e+02  9.586129831357050100e+02  9.586129831357050100e+02  9.586461811532082000e+02  9.587848158986603300e+02
191 1529 1.227215e-03 4.313231e+02  9.586129831357050100e+02  9.586200819995051500e+02  9.586254008151340700e+02  9.586389119449817100e+02
192 1537 1.569395e-03 4.733210e+02  9.586129831357050100e+02  9.586249777395053100e+02  9.586463666955571600e+02  9.586727106675026600e+02
193 1545 1.660340e-03 4.746988e+02  9.586129831357050100e+02  9.586171216800682900e+02  9.586410512131190000e+02  9.591364106334425500e+02
194 1553 1.902399e-03 4.867274e+02  9.586129831357050100e+02  9.586373778127674500e+02  9.586881814910556200e+02  9.589054854054372800e+02
195 1561 1.911461e-03 4.996116e+02  9.586129831357050100e+02  9.586192105262030100e+02  9.586464482378484000e+02  9.587878700363971800e+02
196 1569 1.911500e-03 5.385230e+02  9.586129831357050100e+02  9.586254038003346500e+02  9.586344054794640200e+02  9.587062715070214800e+02
197 1577 2.154268e-03 5.852882e+02  9.586129831357050100e+02  9.586212271408272700e+02  9.586935083544383400e+02  9.587633110579810100e+02
198 1585 2.294477e-03 6.026021e+02  9.586129831357050100e+02  9.586281968807752500e+02  9.586590013101144900e+02  9.596286821709680900e+02
199 1593 2.379216e-03 5.968671e+02  9.586129831357050100e+02  9.586402562900583500e+02  9.586608625134099400e+02  9.587922150215179000e+02
200 1601 2.315160e-03 6.034767e+02  9.586129831357050100e+02  9.586350446159070800e+02  9.586558900884255100e+02  9.586967608113839100e+02
201 1609 1.950189e-03 6.046855e+02  9.586129831357050100e+02  9.586359911172487500e+02  9.586734437318757500e+02  9.634895190533172800e+02
202 1617 2.108988e-03 6.126367e+02  9.586056274155794200e+02  9.586056274155794200e+02  9.586584236286339500e+02  9.587392455696846100e+02
