%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=207458, 2018/01/24 18:3:10.59)
109 873  9.591264106114123300e+02 0 0 1.900685e+00 -4.945010e-03 1.460759e+00 1.334578e-03 1.440941e+00 
110 881  9.590296571079441000e+02 0 0 1.894933e+00 -3.684221e-03 1.463771e+00 1.076421e-03 1.439140e+00 
111 889  9.590830780768627600e+02 0 0 1.892706e+00 -4.943048e-03 1.466700e+00 1.178290e-03 1.435970e+00 
112 897  9.591331161905877700e+02 0 0 1.891058e+00 -6.023692e-03 1.467920e+00 1.291393e-03 1.433676e+00 
113 905  9.589838913584858300e+02 0 0 1.893009e+00 -5.863807e-03 1.467175e+00 7.113591e-04 1.437313e+00 
114 913  9.588691008757840600e+02 0 0 1.896044e+00 -3.611286e-03 1.466386e+00 6.719505e-04 1.438589e+00 
115 921  9.589208964880507400e+02 0 0 1.894085e+00 -1.613299e-03 1.464034e+00 7.770420e-04 1.440536e+00 
116 929  9.591078715680258700e+02 0 0 1.893063e+00 -1.629692e-03 1.465145e+00 1.304658e-03 1.436744e+00 
117 937  9.591113469481856600e+02 0 0 1.893490e+00 -5.360220e-03 1.465143e+00 1.270449e-03 1.436671e+00 
118 945  9.590189804387812300e+02 0 0 1.896451e+00 -4.377272e-03 1.463426e+00 1.056601e-03 1.439634e+00 
119 953  9.589053024452299500e+02 0 0 1.886054e+00 -1.927740e-03 1.470199e+00 7.287017e-04 1.434626e+00 
120 961  9.590305892958886000e+02 0 0 1.892265e+00 -2.030144e-03 1.465610e+00 5.714915e-04 1.439502e+00 
121 969  9.589302444939172600e+02 0 0 1.891351e+00 -2.947999e-03 1.467674e+00 8.322821e-04 1.436486e+00 
122 977  9.588849184038923600e+02 0 0 1.889159e+00 -4.622345e-03 1.468331e+00 6.981984e-04 1.436413e+00 
123 985  9.589049030963860800e+02 0 0 1.884776e+00 -4.333238e-03 1.471816e+00 6.908111e-04 1.433226e+00 
124 993  9.588104194358406900e+02 0 0 1.888306e+00 -4.165894e-03 1.471159e+00 5.327666e-04 1.434523e+00 
125 1001  9.588572640539551900e+02 0 0 1.889508e+00 -2.173337e-03 1.469540e+00 6.057956e-04 1.435877e+00 
126 1009  9.588053928570734600e+02 0 0 1.888178e+00 -2.313255e-03 1.470062e+00 4.772676e-04 1.435810e+00 
127 1017  9.588325333057518900e+02 0 0 1.884074e+00 -2.768157e-03 1.471807e+00 5.761363e-04 1.433581e+00 
128 1025  9.587172492294724900e+02 0 0 1.884821e+00 -2.401438e-03 1.472071e+00 2.689739e-04 1.434973e+00 
129 1033  9.588256697458982700e+02 0 0 1.885535e+00 -9.489510e-04 1.472278e+00 2.285702e-04 1.435036e+00 
130 1041  9.587607843056341600e+02 0 0 1.883379e+00 -2.109201e-03 1.471153e+00 3.016827e-04 1.435614e+00 
131 1049  9.587371279094181800e+02 0 0 1.884310e+00 -4.674909e-03 1.471709e+00 3.457748e-04 1.434922e+00 
132 1057  9.587990067571362300e+02 0 0 1.886382e+00 -2.955324e-03 1.469483e+00 4.896995e-04 1.436369e+00 
133 1065  9.587191667186754100e+02 0 0 1.883137e+00 -1.541656e-03 1.471938e+00 1.665624e-04 1.435537e+00 
134 1073  9.587125876016166300e+02 0 0 1.883865e+00 -1.921833e-03 1.472276e+00 2.767568e-04 1.434674e+00 
135 1081  9.586999074167123400e+02 0 0 1.882265e+00 -2.052241e-03 1.472915e+00 2.547682e-04 1.434189e+00 
136 1089  9.586962675777917900e+02 0 0 1.883583e+00 -1.928333e-03 1.472657e+00 1.122909e-04 1.435167e+00 
137 1097  9.587114900808437600e+02 0 0 1.883406e+00 -2.051692e-03 1.472948e+00 2.355325e-04 1.434184e+00 
138 1105  9.586863786330767400e+02 0 0 1.882635e+00 -1.984399e-03 1.473089e+00 1.366658e-04 1.434553e+00 
139 1113  9.586893650486794100e+02 0 0 1.883610e+00 -1.615356e-03 1.472501e+00 1.407411e-04 1.435119e+00 
140 1121  9.586756762548878900e+02 0 0 1.884592e+00 -1.709268e-03 1.472515e+00 1.864642e-04 1.434909e+00 
141 1129  9.587116658732611500e+02 0 0 1.882132e+00 -3.000921e-03 1.473433e+00 2.469329e-04 1.433641e+00 
142 1137  9.587016389843222400e+02 0 0 1.881963e+00 -1.999466e-03 1.473319e+00 2.327582e-04 1.433903e+00 
143 1145  9.586781556457853000e+02 0 0 1.882674e+00 -1.478723e-03 1.473376e+00 1.275730e-04 1.434367e+00 
144 1153  9.586593518352333400e+02 0 0 1.881895e+00 -1.679301e-03 1.473554e+00 1.480225e-04 1.434069e+00 
145 1161  9.586512129623521300e+02 0 0 1.881317e+00 -2.004210e-04 1.473487e+00 1.271945e-04 1.434243e+00 
146 1169  9.586520083324165900e+02 0 0 1.881262e+00 -3.679053e-04 1.473090e+00 1.240732e-04 1.434641e+00 
147 1177  9.586261136705737700e+02 0 0 1.881332e+00 -1.665896e-04 1.473670e+00 6.185033e-05 1.434385e+00 
148 1185  9.586687906814739800e+02 0 0 1.879982e+00 -1.606328e-04 1.473652e+00 1.742864e-04 1.433848e+00 
149 1193  9.586362653989301600e+02 0 0 1.880922e+00 -1.417777e-04 1.473460e+00 8.532057e-05 1.434469e+00 
150 1201  9.586474076342725500e+02 0 0 1.880509e+00 -4.015977e-05 1.473825e+00 1.100644e-04 1.433968e+00 
151 1209  9.589745444419138500e+02 0 0 1.880524e+00 -5.110890e-04 1.474071e+00 1.104067e-04 1.433808e+00 
152 1217  9.586283881726857300e+02 0 0 1.881138e+00 -1.427691e-05 1.474028e+00 6.835954e-05 1.433992e+00 
153 1225  9.586351010615203400e+02 0 0 1.880418e+00 -2.471735e-05 1.473882e+00 8.350283e-05 1.434057e+00 
154 1233  9.586509290936262500e+02 0 0 1.880921e+00 -4.798926e-04 1.474059e+00 1.264758e-04 1.433669e+00 
155 1241  9.586727464484022200e+02 0 0 1.880481e+00 -3.644630e-04 1.473956e+00 1.837299e-04 1.433487e+00 
156 1249  9.586795940669459200e+02 0 0 1.881310e+00 -8.386857e-04 1.473805e+00 1.999784e-04 1.433553e+00 
157 1257  9.586577560016205600e+02 0 0 1.881417e+00 -5.915845e-04 1.473740e+00 1.396706e-04 1.433934e+00 
158 1265  9.586482245726336900e+02 0 0 1.881099e+00 -6.160529e-04 1.473952e+00 1.115841e-04 1.433831e+00 
159 1273  9.586560924034090500e+02 0 0 1.881302e+00 -7.053443e-04 1.473832e+00 1.336965e-04 1.433842e+00 
160 1281  9.586617150028524700e+02 0 0 1.880738e+00 -1.963733e-04 1.473846e+00 1.565307e-04 1.433743e+00 
161 1289  9.586559113986419300e+02 0 0 1.880486e+00 -6.177034e-04 1.474144e+00 1.340985e-04 1.433529e+00 
162 1297  9.586477523093943800e+02 0 0 1.880036e+00 -3.380202e-04 1.474504e+00 1.162754e-04 1.433266e+00 
163 1305  9.586382566078277700e+02 0 0 1.878395e+00 -5.608760e-04 1.475363e+00 9.547048e-05 1.432518e+00 
164 1313  9.586234980951659300e+02 0 0 1.879738e+00 -2.304866e-04 1.474896e+00 5.725342e-05 1.433179e+00 
165 1321  9.586356488993656100e+02 0 0 1.879809e+00 -5.336775e-04 1.475082e+00 8.864599e-05 1.432834e+00 
166 1329  9.586416483882950400e+02 0 0 1.879782e+00 -3.826965e-04 1.474899e+00 8.793009e-05 1.433006e+00 
167 1337  9.586456501817710900e+02 0 0 1.879866e+00 -4.964627e-04 1.474831e+00 1.093770e-04 1.432968e+00 
168 1345  9.586250095943200900e+02 0 0 1.881254e+00 -6.675935e-04 1.474579e+00 5.981871e-05 1.433482e+00 
169 1353  9.586284268896512200e+02 0 0 1.879291e+00 -6.174424e-04 1.475463e+00 7.233189e-05 1.432541e+00 
170 1361  9.586354524685464200e+02 0 0 1.879175e+00 -5.050337e-04 1.475557e+00 9.120392e-05 1.432354e+00 
171 1369  9.586318096724688800e+02 0 0 1.879520e+00 -7.092099e-04 1.475369e+00 7.639867e-05 1.432602e+00 
172 1377  9.586294358881964400e+02 0 0 1.878394e+00 -6.915057e-04 1.475883e+00 7.263276e-05 1.432110e+00 
173 1385  9.586237444840610400e+02 0 0 1.878449e+00 -4.854412e-04 1.475631e+00 5.512713e-05 1.432447e+00 
174 1393  9.586205817061082800e+02 0 0 1.878007e+00 -3.018749e-04 1.475906e+00 5.166385e-05 1.432197e+00 
175 1401  9.586249290901713500e+02 0 0 1.878418e+00 -3.604945e-04 1.475668e+00 6.262313e-05 1.432380e+00 
176 1409  9.586233545670355600e+02 0 0 1.877505e+00 -2.738741e-04 1.475946e+00 5.515693e-05 1.432132e+00 
177 1417  9.586257823662020900e+02 0 0 1.878139e+00 -2.866880e-04 1.475702e+00 5.916531e-05 1.432353e+00 
178 1425  9.586282281397643600e+02 0 0 1.877313e+00 -2.325824e-04 1.475896e+00 6.534827e-05 1.432127e+00 
179 1433  9.586237218122411200e+02 0 0 1.876764e+00 -2.806097e-04 1.475984e+00 5.847849e-05 1.432081e+00 
180 1441  9.586258610368233800e+02 0 0 1.877216e+00 1.231274e-06 1.475759e+00 6.691270e-05 1.432276e+00 
181 1449  9.586198565733739100e+02 0 0 1.877077e+00 -2.031228e-04 1.475851e+00 4.409634e-05 1.432282e+00 
182 1457  9.586211331314858600e+02 0 0 1.876101e+00 -2.166204e-04 1.476187e+00 5.184750e-05 1.431911e+00 
183 1465  9.586215007281878100e+02 0 0 1.877150e+00 -3.091917e-04 1.475924e+00 5.078674e-05 1.432177e+00 
184 1473  9.586233340062427700e+02 0 0 1.876045e+00 -3.325850e-04 1.476538e+00 5.843995e-05 1.431527e+00 
185 1481  9.586234150129771500e+02 0 0 1.875705e+00 -2.344646e-04 1.476653e+00 5.897212e-05 1.431409e+00 
186 1489  9.586279491573712900e+02 0 0 1.875958e+00 -1.921783e-04 1.476366e+00 6.619093e-05 1.431653e+00 
187 1497  9.586212719716177200e+02 0 0 1.875102e+00 -6.599536e-05 1.476449e+00 4.848319e-05 1.431661e+00 
188 1505  9.586174347275307400e+02 0 0 1.875621e+00 -2.714293e-04 1.476276e+00 4.387139e-05 1.431865e+00 
189 1513  9.586167416796003000e+02 0 0 1.875156e+00 -3.675089e-04 1.476501e+00 4.375680e-05 1.431643e+00 
190 1521  9.586129831357050100e+02 0 0 1.875497e+00 -3.909765e-04 1.476302e+00 2.937396e-05 1.431909e+00 
191 1529  9.586200819995051500e+02 0 0 1.874872e+00 -4.694286e-04 1.476658e+00 5.287276e-05 1.431441e+00 
192 1537  9.586249777395053100e+02 0 0 1.875188e+00 -4.004617e-04 1.476229e+00 5.288402e-05 1.431859e+00 
193 1545  9.586171216800682900e+02 0 0 1.872699e+00 -1.802854e-04 1.477308e+00 4.067921e-05 1.430843e+00 
194 1553  9.586373778127674500e+02 0 0 1.873429e+00 -1.091763e-03 1.477658e+00 5.045743e-05 1.430440e+00 
195 1561  9.586192105262030100e+02 0 0 1.871745e+00 -8.794188e-04 1.478264e+00 4.472014e-05 1.429877e+00 
196 1569  9.586254038003346500e+02 0 0 1.870878e+00 -9.884664e-04 1.478555e+00 7.031789e-05 1.429454e+00 
197 1577  9.586212271408272700e+02 0 0 1.869241e+00 -4.330289e-04 1.479114e+00 5.953272e-05 1.428946e+00 
198 1585  9.586281968807752500e+02 0 0 1.869504e+00 -8.684189e-04 1.478854e+00 7.365026e-05 1.429129e+00 
199 1593  9.586402562900583500e+02 0 0 1.870431e+00 -9.382691e-04 1.479001e+00 1.118743e-04 1.428808e+00 
200 1601  9.586350446159070800e+02 0 0 1.867870e+00 -9.300212e-04 1.479114e+00 3.593201e-05 1.429072e+00 
201 1609  9.586359911172487500e+02 0 0 1.870282e+00 -5.194006e-04 1.478233e+00 7.077611e-05 1.429782e+00 
202 1617  9.586056274155794200e+02 0 0 1.867583e+00 -1.010179e-03 1.478792e+00 1.989963e-05 1.429471e+00 
203 1625  9.586193253377823600e+02 0 0 1.869273e+00 -8.358174e-04 1.478783e+00 5.305139e-05 1.429309e+00 
204 1633  9.586342993991224800e+02 0 0 1.868133e+00 -1.151128e-03 1.479546e+00 8.883209e-05 1.428355e+00 
205 1641  9.586249335372219800e+02 0 0 1.864892e+00 -2.373603e-03 1.481741e+00 7.191156e-05 1.426251e+00 
206 1649  9.586207032414515700e+02 0 0 1.867845e+00 -1.066540e-03 1.478957e+00 5.740708e-05 1.429114e+00 
207 1657  9.586023963807331300e+02 0 0 1.858826e+00 -3.304912e-03 1.482938e+00 2.041748e-05 1.425321e+00 
208 1665  9.586489365842331800e+02 0 0 1.861341e+00 -2.500785e-03 1.481375e+00 1.337620e-04 1.426303e+00 
209 1673  9.586336822719235900e+02 0 0 1.854853e+00 -4.729357e-03 1.485541e+00 1.040440e-04 1.422289e+00 
210 1681  9.586441522518192600e+02 0 0 1.856439e+00 -3.948234e-03 1.485755e+00 1.368331e-04 1.421932e+00 
211 1689  9.586393327492979800e+02 0 0 1.848385e+00 -7.286153e-03 1.490193e+00 1.327282e-04 1.417501e+00 
212 1697  9.586681654690970600e+02 0 0 1.847940e+00 -8.186397e-03 1.490713e+00 1.960011e-04 1.416686e+00 
213 1705  9.586341082007475100e+02 0 0 1.846098e+00 -9.259279e-03 1.489461e+00 6.293427e-05 1.418594e+00 
214 1713  9.586335847295603100e+02 0 0 1.839171e+00 -1.196203e-02 1.496387e+00 1.247258e-04 1.411329e+00 
215 1721  9.586660008996283300e+02 0 0 1.851683e+00 -1.031521e-02 1.487272e+00 1.875277e-04 1.420120e+00 
216 1729  9.586860881121508600e+02 0 0 1.848085e+00 -1.239691e-02 1.491626e+00 2.628654e-04 1.415439e+00 
217 1737  9.587775731603976500e+02 0 0 1.802403e+00 -2.651986e-02 1.520604e+00 5.174882e-04 1.385054e+00 
218 1745  9.588344882829525200e+02 0 0 1.831547e+00 -1.708716e-02 1.507707e+00 6.959403e-04 1.397214e+00 
219 1753  9.587558719706983100e+02 0 0 1.814052e+00 -2.580068e-02 1.523369e+00 4.154355e-04 1.382996e+00 
220 1761  9.587112328946959700e+02 0 0 1.845210e+00 -1.379485e-02 1.497283e+00 2.325724e-04 1.409960e+00 
221 1769  9.587129343641432800e+02 0 0 1.817300e+00 -1.748872e-02 1.508861e+00 1.154382e-04 1.398870e+00 
222 1777  9.586607481924680800e+02 0 0 1.830252e+00 -2.004634e-02 1.510487e+00 1.802453e-04 1.396931e+00 
