%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=207458, 2018/01/24 18:3:10.59)
1 9  1.192202758107929000e+03 0 0 1.076156e+00 -1.184412e-01 -7.395570e-01 -4.479750e-01 -9.572966e-01 
2 17  1.116985578420840500e+03 0 0 6.370974e-01 -5.649958e-01 5.813447e-01 -1.243465e+00 -6.865078e-01 
3 25  1.099521875969466200e+03 0 0 5.910827e-01 -3.699502e-01 7.874150e-01 -3.393085e-01 4.658702e-01 
4 33  1.089688119523129000e+03 0 0 6.039710e-01 -4.969760e-01 9.265287e-01 6.362257e-02 7.804268e-01 
5 41  1.025966087201978600e+03 0 0 1.192876e+00 -3.001537e-01 2.292037e+00 6.338907e-02 5.396863e-01 
6 49  1.015625271071130100e+03 0 0 1.242302e+00 -5.196285e-01 2.018536e+00 -5.790800e-01 7.876535e-01 
7 57  9.751535652270074500e+02 0 0 1.980464e+00 3.894836e-02 2.581685e+00 -4.653786e-01 1.356335e+00 
8 65  9.769077689365505000e+02 0 0 1.906449e+00 -2.709792e-01 2.054935e+00 1.021986e-01 1.407025e+00 
9 73  9.743954229539735900e+02 0 0 3.128312e+00 -4.131085e-01 3.369099e+00 -8.638793e-03 1.372325e+00 
10 81  9.729205484617068600e+02 0 0 1.717387e+00 -8.559378e-02 2.650330e+00 -1.714003e-02 1.287322e+00 
11 89  9.754499768795035400e+02 0 0 1.432839e+00 -5.720720e-01 1.660467e+00 -3.490970e-01 1.587507e+00 
12 97  9.763231546594059900e+02 0 0 1.183376e+00 -2.801894e-01 2.722898e+00 -1.681703e-01 1.986745e+00 
13 105  9.735586429364018400e+02 0 0 2.054516e+00 -9.762104e-02 1.953568e+00 -9.108669e-01 1.303621e+00 
14 113  9.746853780139256300e+02 0 0 1.788643e+00 1.109885e-02 2.092546e+00 -2.749084e-01 1.378799e+00 
15 121  9.789899325298296200e+02 0 0 1.606362e+00 1.222950e-01 1.793855e+00 1.076335e-01 1.413501e+00 
16 129  9.745155735362697000e+02 0 0 1.364663e+00 -3.453417e-02 1.820784e+00 5.253047e-03 1.563565e+00 
17 137  9.776928535102357500e+02 0 0 1.847402e+00 -1.732418e-01 2.031435e+00 -3.864586e-01 1.643064e+00 
18 145  9.772434158762799800e+02 0 0 1.597942e+00 -5.844485e-02 1.926071e+00 -2.101039e-01 1.694440e+00 
19 153  9.746602437703817300e+02 0 0 1.727743e+00 -1.748766e-01 2.180216e+00 -2.686452e-01 1.425637e+00 
20 161  9.765070197277067300e+02 0 0 1.482209e+00 1.836168e-02 2.183487e+00 -6.090093e-02 1.647655e+00 
21 169  9.758106984461927600e+02 0 0 1.829358e+00 -1.065928e-01 1.967908e+00 -1.396238e-01 1.488528e+00 
22 177  9.716473501891371100e+02 0 0 1.970250e+00 -1.554961e-01 1.541615e+00 -4.704180e-02 1.386649e+00 
23 185  9.733955796221325700e+02 0 0 1.733756e+00 -1.438351e-01 1.700238e+00 1.051249e-02 1.394171e+00 
24 193  9.737839258300865600e+02 0 0 1.766234e+00 -1.539877e-01 1.571090e+00 -2.186105e-02 1.549453e+00 
25 201  9.715386284255196200e+02 0 0 1.841449e+00 -8.622875e-02 1.479778e+00 -5.892630e-02 1.435149e+00 
26 209  9.719709033977792400e+02 0 0 1.860567e+00 -7.251268e-02 1.548941e+00 -6.037435e-02 1.406410e+00 
27 217  9.702980696645386200e+02 0 0 1.789411e+00 -1.546778e-01 1.627286e+00 3.110667e-03 1.228423e+00 
28 225  9.714568611961158200e+02 0 0 1.897094e+00 -1.808804e-02 1.491230e+00 -2.848677e-02 1.417800e+00 
29 233  9.721394465806071100e+02 0 0 1.832270e+00 -9.381350e-02 1.508183e+00 -1.021682e-01 1.458100e+00 
30 241  9.717554893076040800e+02 0 0 1.927043e+00 -7.675487e-02 1.568302e+00 3.616826e-04 1.370136e+00 
31 249  9.717628344052784500e+02 0 0 1.845901e+00 -3.808059e-02 1.604512e+00 6.139058e-03 1.327413e+00 
32 257  9.719597471754733500e+02 0 0 1.920623e+00 -8.919415e-03 1.566864e+00 1.179803e-02 1.369043e+00 
33 265  9.623105560900855800e+02 0 0 1.913204e+00 -4.042532e-02 1.507845e+00 9.001956e-03 1.350280e+00 
34 273  9.637180611529936400e+02 0 0 1.898740e+00 -2.633333e-02 1.503837e+00 1.405415e-02 1.340698e+00 
35 281  9.649543312229726600e+02 0 0 1.887216e+00 -2.739865e-02 1.568287e+00 6.277068e-05 1.339140e+00 
36 289  9.722715054393418100e+02 0 0 1.870509e+00 -4.609454e-02 1.540901e+00 -4.828459e-02 1.352481e+00 
37 297  9.716384415974005200e+02 0 0 1.875327e+00 -8.302627e-03 1.549374e+00 -1.927847e-02 1.378712e+00 
38 305  9.715320915258646400e+02 0 0 1.874295e+00 2.845958e-04 1.509919e+00 -5.109960e-03 1.406049e+00 
39 313  9.685224957331130300e+02 0 0 1.908161e+00 4.317580e-03 1.487456e+00 9.208847e-03 1.357126e+00 
40 321  9.645757542420082000e+02 0 0 1.927530e+00 -2.229266e-02 1.482708e+00 1.146769e-02 1.350213e+00 
41 329  9.657253138095867400e+02 0 0 1.933163e+00 -2.867870e-02 1.413648e+00 1.005040e-02 1.416470e+00 
42 337  9.674677434132104300e+02 0 0 1.908960e+00 -4.948863e-02 1.485507e+00 1.503379e-03 1.396794e+00 
43 345  9.711517979139706500e+02 0 0 1.900521e+00 -3.700569e-02 1.455675e+00 2.389727e-02 1.379310e+00 
44 353  9.676840200521439800e+02 0 0 1.886821e+00 -5.144460e-02 1.427700e+00 2.467314e-02 1.366967e+00 
45 361  9.694303839792600000e+02 0 0 1.920207e+00 -4.610564e-02 1.420902e+00 1.509996e-02 1.359535e+00 
46 369  9.650699509395187800e+02 0 0 1.889731e+00 -1.819903e-02 1.419516e+00 6.624816e-03 1.431061e+00 
47 377  9.647958986562407500e+02 0 0 1.932790e+00 -1.810532e-02 1.411615e+00 1.084460e-02 1.423022e+00 
48 385  9.626139090108650900e+02 0 0 1.902113e+00 -3.401648e-02 1.460451e+00 8.486276e-03 1.397214e+00 
49 393  9.641758307327679600e+02 0 0 1.916425e+00 -1.428340e-03 1.460940e+00 8.587958e-03 1.417773e+00 
50 401  9.653693898237875100e+02 0 0 1.917698e+00 -6.187206e-03 1.449731e+00 7.203222e-03 1.395584e+00 
51 409  9.645160041099954900e+02 0 0 1.912300e+00 -1.764879e-02 1.440856e+00 1.579262e-02 1.399147e+00 
52 417  9.599124273575961300e+02 0 0 1.905037e+00 -1.085737e-02 1.461411e+00 2.664469e-03 1.431786e+00 
53 425  9.626257837359457900e+02 0 0 1.871752e+00 -9.050663e-03 1.462555e+00 9.455301e-03 1.407394e+00 
54 433  9.642170371930545800e+02 0 0 1.888461e+00 -1.835280e-02 1.447581e+00 1.508718e-02 1.394028e+00 
55 441  9.620943812749818600e+02 0 0 1.907605e+00 -1.680395e-02 1.434036e+00 7.992060e-03 1.429392e+00 
56 449  9.621093519780348500e+02 0 0 1.884122e+00 -2.223541e-02 1.467452e+00 9.370562e-03 1.396818e+00 
57 457  9.625250453616698700e+02 0 0 1.886630e+00 -2.175366e-03 1.465123e+00 7.062621e-03 1.397402e+00 
58 465  9.611880190034366900e+02 0 0 1.919411e+00 4.250790e-03 1.458056e+00 9.856498e-03 1.421247e+00 
59 473  9.626665349977375900e+02 0 0 1.918157e+00 3.653101e-03 1.442876e+00 1.371590e-02 1.416614e+00 
60 481  9.615070365591925600e+02 0 0 1.906149e+00 -1.057239e-03 1.442500e+00 7.425359e-03 1.428297e+00 
61 489  9.621790106962371300e+02 0 0 1.901232e+00 -5.828744e-03 1.439852e+00 5.300996e-03 1.432233e+00 
62 497  9.610985639897968400e+02 0 0 1.909213e+00 -8.609338e-03 1.448624e+00 6.557838e-03 1.428680e+00 
63 505  9.611994522226531200e+02 0 0 1.916115e+00 -1.012681e-03 1.452840e+00 5.488335e-03 1.432884e+00 
64 513  9.605959452948176200e+02 0 0 1.924435e+00 -6.765854e-03 1.449644e+00 3.522153e-03 1.437247e+00 
65 521  9.598475612724852200e+02 0 0 1.909715e+00 -6.433706e-03 1.463004e+00 2.680918e-03 1.430362e+00 
66 529  9.603356825509790700e+02 0 0 1.928805e+00 -1.043720e-02 1.455738e+00 2.874427e-03 1.435014e+00 
67 537  9.588665388924156300e+02 0 0 1.925499e+00 -9.206420e-03 1.466082e+00 5.900016e-04 1.439433e+00 
68 545  9.607702591404416800e+02 0 0 1.918553e+00 -2.712443e-03 1.445791e+00 5.348803e-03 1.434447e+00 
69 553  9.598845198264980400e+02 0 0 1.921881e+00 -4.033534e-03 1.453464e+00 3.037774e-03 1.441033e+00 
70 561  9.602735297098574800e+02 0 0 1.919789e+00 -9.070866e-03 1.455946e+00 4.102477e-03 1.433729e+00 
71 569  9.592604171196003300e+02 0 0 1.923072e+00 -2.779585e-03 1.458804e+00 1.002823e-03 1.443786e+00 
72 577  9.592902750729908800e+02 0 0 1.924985e+00 -3.156827e-03 1.455382e+00 1.604511e-03 1.444490e+00 
73 585  9.607950257123517300e+02 0 0 1.924060e+00 -9.171648e-03 1.454477e+00 3.283289e-03 1.440934e+00 
74 593  9.599717910125668800e+02 0 0 1.924830e+00 -1.096028e-02 1.452633e+00 2.483476e-03 1.445157e+00 
75 601  9.599913039443434900e+02 0 0 1.924893e+00 -1.069193e-02 1.451878e+00 3.488536e-03 1.438603e+00 
76 609  9.599793196256902100e+02 0 0 1.920489e+00 -7.785963e-03 1.453065e+00 3.032395e-03 1.438488e+00 
77 617  9.594595906826734800e+02 0 0 1.921213e+00 -7.466714e-03 1.454182e+00 1.946085e-03 1.443735e+00 
78 625  9.595722960821799500e+02 0 0 1.921686e+00 -8.006137e-03 1.451517e+00 2.372490e-03 1.444431e+00 
79 633  9.593051180239981500e+02 0 0 1.921997e+00 -6.445657e-03 1.456181e+00 9.242496e-04 1.446745e+00 
80 641  9.592056454410098900e+02 0 0 1.920278e+00 -8.544632e-03 1.452654e+00 1.501984e-03 1.448113e+00 
81 649  9.593327277169535100e+02 0 0 1.919893e+00 -2.321841e-03 1.452808e+00 7.098122e-04 1.451263e+00 
82 657  9.594426625736209600e+02 0 0 1.920976e+00 -5.120514e-03 1.454557e+00 1.798297e-03 1.443975e+00 
83 665  9.591393477770203600e+02 0 0 1.916161e+00 -4.107486e-03 1.456141e+00 5.358620e-04 1.449067e+00 
84 673  9.590129222928383100e+02 0 0 1.916757e+00 -4.989467e-03 1.454991e+00 9.678315e-04 1.448318e+00 
85 681  9.590500060966519400e+02 0 0 1.917021e+00 -5.632731e-03 1.456470e+00 7.819090e-04 1.448314e+00 
86 689  9.591358025995791600e+02 0 0 1.918228e+00 -4.453749e-03 1.454867e+00 8.821278e-04 1.449511e+00 
87 697  9.593029232658677800e+02 0 0 1.912927e+00 -3.839506e-03 1.456145e+00 1.746285e-03 1.443292e+00 
88 705  9.589555819645662500e+02 0 0 1.912941e+00 -4.336802e-03 1.455418e+00 8.035924e-04 1.448733e+00 
89 713  9.589211140680030200e+02 0 0 1.915502e+00 -4.679993e-03 1.453382e+00 7.325756e-04 1.451158e+00 
90 721  9.592212300640933300e+02 0 0 1.917893e+00 -5.580389e-03 1.452632e+00 1.332378e-03 1.448565e+00 
91 729  9.590704514997089500e+02 0 0 1.912319e+00 -3.198120e-03 1.454845e+00 5.114980e-04 1.450560e+00 
92 737  9.591277311107209000e+02 0 0 1.915874e+00 -1.328473e-03 1.452317e+00 9.633356e-04 1.450726e+00 
93 745  9.594239249459326400e+02 0 0 1.912665e+00 -2.633257e-03 1.457489e+00 4.828947e-04 1.447829e+00 
94 753  9.591046872646065800e+02 0 0 1.911147e+00 -2.737452e-03 1.455639e+00 1.197130e-03 1.446463e+00 
95 761  9.590711754636003000e+02 0 0 1.910302e+00 -1.964620e-03 1.455643e+00 8.751977e-04 1.448698e+00 
96 769  9.590056434647164000e+02 0 0 1.911099e+00 -1.310300e-03 1.454202e+00 9.956431e-04 1.449150e+00 
97 777  9.589530291013474000e+02 0 0 1.909507e+00 -9.608010e-04 1.454724e+00 8.407596e-04 1.449300e+00 
98 785  9.589961161405979100e+02 0 0 1.908234e+00 -2.379114e-04 1.456948e+00 9.194037e-04 1.446604e+00 
99 793  9.590155301344963200e+02 0 0 1.906349e+00 -6.914702e-04 1.456373e+00 1.030410e-03 1.446824e+00 
100 801  9.593381706370453200e+02 0 0 1.906404e+00 -1.249069e-03 1.455393e+00 1.102520e-03 1.448147e+00 
101 809  9.590307676689379800e+02 0 0 1.904264e+00 2.322023e-04 1.459291e+00 1.108033e-03 1.445040e+00 
102 817  9.590328765013973700e+02 0 0 1.904714e+00 -1.158882e-03 1.456916e+00 1.058930e-03 1.446038e+00 
103 825  9.591291406987314800e+02 0 0 1.905890e+00 -1.192099e-03 1.456058e+00 1.314457e-03 1.445659e+00 
104 833  9.588953026123003800e+02 0 0 1.905018e+00 -2.519334e-03 1.459630e+00 7.288960e-04 1.445148e+00 
105 841  9.589380705051052000e+02 0 0 1.903052e+00 -2.950175e-03 1.460515e+00 8.325453e-04 1.443634e+00 
106 849  9.590104630579269300e+02 0 0 1.902798e+00 -4.497072e-03 1.461538e+00 1.045415e-03 1.441673e+00 
107 857  9.588349651231286500e+02 0 0 1.899987e+00 -2.383482e-03 1.465281e+00 3.538081e-04 1.441427e+00 
108 865  9.590893332785561800e+02 0 0 1.898112e+00 -1.345355e-03 1.461146e+00 1.238551e-03 1.441140e+00 
